pathway,pval,padj,log2err,ES,NES,size,leadingEdge,topGenes
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,9.30652563073905e-05,0.00518277203229088,0.538434096309916,0.779011636435298,1.45060101489891,43,C1S|C1R|IGHV3-13|IGHV3-48|IGHV3-11|IGHV3-53|IGHV3-7|IGHV3-23|IGHV3-33|IGHV3-30|IGKV1-33|IGKV1D-33|COLEC11|IGKV3-15|IGKV3D-20|IGKV1D-16|IGKV1-12|IGKV1D-12|IGKV3-11|IGKV2-28|IGKV2-30|IGKV2D-40|IGKV2D-30|IGKV2D-28,"C1S, C1R, IGHV3-13, IGHV3-48, IGHV3-11"
REACTOME_CS_DS_DEGRADATION,0.00216440610994993,0.0444408354116984,0.431707695803346,0.840393225965403,1.51816043281959,14,DCN|VCAN|CSPG4|HEXB,"DCN, VCAN, CSPG4, HEXB"
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,5.77606107761062e-13,4.66416932017058e-10,0.921426003494898,0.639999443011572,1.2574114664958,668,IL1R1|SOCS2|FGF2|IL18R1|IL6|HGF|IL1RL1|IRAK2|IRAK3|CD86|IL13RA2|PTGS2|IL33|MYC|SOCS3|LIF|IL1RL2|HLA-DRB3|HLA-DRB1|IL1R2|IL7R|ANXA1|BCL6|STAT5A|EIF4A1|IL24|YES1|RELA|ABCE1|TSLP|CDKN1A|EDARADD|CSF2RA|PIK3R1|LCP1|CCL22|MCL1|TNFRSF9|MSN|JAK1|IL2RG|PSMC4|STX1A|HNRNPF|IL22RA1|MAP3K3|CLCF1|OSMR|IRS1|DUSP6|SEH1L|PTPN12|KPNA4|PSMB2|RAPGEF1|IL11|IL1RN|IL6ST|MMP3|BST2|PSME3|SH2B3|PSMD11|IL15RA|TNFRSF12A|MMP2|ITGAX|SNRPA1|ISG20|CRLF2|HLA-DQA2|IL4R|ABL2|IFNLR1|HLA-E|HSPA9|HLA-DQA1|CCND1|PTPN4|CD40|CXCL8|NFKB1|LIFR|PTPN14|EGR1|PSMD7|CDKN1B|NUP98|IL10|PSMD6|TWIST1|CCL11|IL2RA|MAP2K3|RIPK2|H3C13|H3C15|H3C14|IRF1|HLA-DRA|JUNB|GSTA2|SMAD3|HNRNPDL|H3C7|TNIP2|IFNA6|NFKBIB|CD4|RALA|PTK2B|ZEB1|INPP5D|IFNA7|IFNA14|PSMD3|RELB|MAP2K6|PELI2|BIRC2|IL17RC|TRIM2|NUP188|MMP1|NUP35|UBE2V1|CSF1|UBE2D1|RAE1|PTPN9|BCL2|IFNA16|MT2A|IL18BP|PTPN11|KPNA2|NFKBIA|YWHAZ|CUL1|DUSP7|GRB2|KPNA7|IL11RA|ALOX5|USP18|USP41|OPRD1|RORC|NFKB2|NCAM1|GBP2|MID1|FOXO3|ANXA2|DUSP4|IL37|NRAS|MAP2K1|PIK3CA|TRIM8|NUP93|UBE2L6|IFIT1|IL1RAP|NKIRAS2|NUP88|TNFRSF13C|S1PR1|PSMD12|EIF4A2|TRIM48|POM121|POM121C|NUP210|TEC|ELOB|PIK3R3|CCR5|POMC|PELI3|MEF2C|CCL5|CCL3|PTPN20|SOX2|HMGB1|H3C12|TNFSF11|IFI27|CISH|PSME4|CSF3|CTSG|SOCS5|IRAK4|PIK3CB|RHOU|FOS|RPS6KA5|TRAF3|H3C2|PSMD14|GBP5|HIF1A|MAPKAPK2|NDN|UBE2D3,"IL1R1, SOCS2, FGF2, IL18R1, IL6"
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE,0.000293923077053813,0.0115777016937051,0.49849310876659,0.846107407958432,1.53563117946754,20,DCN|GPC3|VCAN|CSPG4,"DCN, GPC3, VCAN, CSPG4"
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE,0.000221058294603471,0.0108184589631699,0.518848077743792,0.940352923087196,1.65786678872742,8,DCN|VCAN|CSPG4,"DCN, VCAN, CSPG4"
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS,0.000111114072683765,0.00598164091280938,0.538434096309916,0.948902662814863,1.6729402033984,8,DCN|CHSY1|VCAN|CSPG4,"DCN, CHSY1, VCAN, CSPG4"
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS,0.000810558805236665,0.025174085970331,0.477270815362862,0.893507822313655,1.60353964803458,11,DCN|VCAN|DSEL|CSPG4,"DCN, VCAN, DSEL, CSPG4"
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,4.12526957517513e-05,0.00350647913889886,0.557332238758646,0.793574640345699,1.4775178465383,40,OGN|PRELP|DCN|GPC3|CHSY1|VCAN|CSPG4|LUM|HEXB,"OGN, PRELP, DCN, GPC3, CHSY1"
REACTOME_DISEASES_OF_GLYCOSYLATION,0.00205341370035767,0.0436350411326005,0.431707695803346,0.638528191457914,1.2289902668037,137,SPON1|OGN|PRELP|DCN|GPC3|ADAMTS9|THBS2|CHSY1|ADAMTS4|VCAN|NUS1|ADAMTS3|MUC6|CSPG4|LUM|HEXB|MGAT2|ADAMTS1|CHST3|ADAMTSL3|ADAMTSL1|NOTCH2|SEMA5A|MUC12|GNE|MAN1B1|B4GAT1|NEU1|GLB1|THSD4|ADAMTS5|GPC4|HEXA|CTSA|ALG2|MUC17|ALG3,"SPON1, OGN, PRELP, DCN, GPC3"
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,1.05391496073294e-07,1.70207266158369e-05,0.704975715167238,0.634760622421734,1.24067144212549,397,PDGFRA|FGF7|FGF2|HGF|KIT|CD86|EREG|SPRED1|DLL1|MYC|NR4A1|CDK8|HBEGF|TGFA|ERLEC1|CEBPB|STAT5A|ESR1|TGFBR2|YES1|MRAS|CDKN1A|PIK3R1|NPM1|LRRFIP1|MSN|KITLG|PSMC4|RAF1|DKK1|IRS1|DUSP6|PPFIBP1|PEBP1|PTPN12|PSMB2|RAC1|MAMLD1|KSR1|PSME3|CDC37|PSMD11|AREG|POLR2A|ZMYM2|PPP1CC|FGF10|PSMD7|CDKN1B|PSMD6|APH1B|JUNB|SMAD3|VWF|PTEN|VCL|ICOS|BCL11A|GTF2F1|TPM4|JAG1|PAPSS1|ERBIN|PSMD3|MARK3|CEP43|MPRIP|NEURL1|KAT2B|TGFBR1|GTF2F2|SYVN1|LMNA|PTPN11|AXIN1|CUL1|DUSP7|FGF9|GRB2|CREBBP,"PDGFRA, FGF7, FGF2, HGF, KIT"
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,0.00113210881573487,0.0309280952092767,0.45505986738723,0.78296167110162,1.43686286316522,28,FGF7|FGF2|PIK3R1|FGF10|PTPN11|FGF9|GRB2|NRAS|PIK3CA,"FGF7, FGF2, PIK3R1, FGF10, PTPN11"
REACTOME_EGFR_DOWNREGULATION,0.000312150510348751,0.0120029303384103,0.49849310876659,0.796654357717353,1.46379920538395,29,SPRY1|EREG|HBEGF|TGFA|PTPN3|SPRY2|PTPN12|HGS|AREG|SH3GL1|SH3GL2|STAM,"SPRY1, EREG, HBEGF, TGFA, PTPN3"
REACTOME_ELASTIC_FIBRE_FORMATION,0.002201403611725,0.0444408354116984,0.431707695803346,0.731753337276864,1.36260112694433,43,FBLN1|MFAP4|FBLN5|LTBP1|TGFB3|ITGB5|EFEMP1|ELN|BMP2|LOXL4|MFAP1|LTBP4,"FBLN1, MFAP4, FBLN5, LTBP1, TGFB3"
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,4.06914433020287e-05,0.00350647913889886,0.557332238758646,0.621059093307283,1.20862472003252,288,FBLN1|MFAP4|A2M|FBLN5|FGF2|DCN|ADAMTS9|COL14A1|LTBP1|ADAMTS4|MMP10|VCAN|LAMC2|CTSL|LAMA3|PCOLCE2|LAMB3|ITGA2|LAMA2|MUSK|ADAMTS3|MMP3|TGFB3|LUM|ITGB5|MMP2|EFEMP1|ITGAX|CAPN13|MMP11|ELN|ADAMTS1|MMP24|DDR2|ITGA6|TPSAB1|CAPN7|VWF|BMP2|HAPLN1|CAST|CASK|MMP12|ITGA11|MMP1|ASPN|ITGB7|MMP19|LOXL4|MFAP1|LAMA1|COL6A6|LTBP4|NCAM1|COMP|P4HA3|EMILIN3|COLGALT2|NID1|PCOLCE|CMA1|TNC|ITGAL|CAPN2|COL7A1|ADAMTS5|CTSG,"FBLN1, MFAP4, A2M, FBLN5, FGF2"
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,0.000920463984393221,0.0265455238356259,0.477270815362862,0.702314736242322,1.33040496574121,67,EREG|HBEGF|TGFA|ESR1|SRF|PIK3R1|SPHK1|GNG7|MMP3|IGF1R|MMP2|AREG|CCND1|ZDHHC7|GNG11|CDKN1B|PRMT1|GNAI3|BCL2|GNG5|GNB4|GNAI2|FOXO3|NRAS|PIK3CA|BTC|GNG12|PIK3R3,"EREG, HBEGF, TGFA, ESR1, SRF"
REACTOME_FATTY_ACID_METABOLISM,0.00115051668685812,0.0309280952092767,0.45505986738723,0.629730726439715,1.21729471211185,173,ACSL4|PTGS2|PTGES|HADH|GGT5|ACSL5|PTGDS|NUDT7|AMACR|PPARD|PTGIS|HPGDS|PLA2G4A|DBI|DECR1|SCP2|EPHX2|EHHADH|DPEP1|TECR|FADS2|CYP2U1|ACOT13|SCD|ACADM|CYP1A1|HTD2|ACOT9|FAAH|PON1|SCD5|ACBD4|MMUT|PHYH|TECRL|SLC27A2|ACOT8|ABCC1|PECR|ALOX5|ACAA2|ECHS1|CYP2C8|TBXAS1|SLC25A20|HACD3|CROT|ACLY|CYP2J2|HSD17B8|CBR4,"ACSL4, PTGS2, PTGES, HADH, GGT5"
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,0.000874670144021558,0.0256834960471785,0.477270815362862,0.698939530201512,1.31699029768754,60,IGHV3-13|IGHV3-48|IGHV3-11|IGHV3-53|IGHV3-7|IGHV3-23|IGHV3-33|IGHV3-30|IGKV1-33|IGKV1D-33|VAV3|PPP3CA|LCP2|IGKV3-15|IGKV3D-20|NFATC2|IGKV1D-16|VAV2|IGKV1-12|IGKV1D-12|GRB2|IGKV3-11|MS4A2|TEC|IGKV2-28|IGKV2-30|IGKV2D-40|IGKV2D-30|IGKV2D-28|AHCYL1|IGHV4-59,"IGHV3-13, IGHV3-48, IGHV3-11, IGHV3-53, IGHV3-7"
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,0.00249738409822372,0.0463594864210494,0.431707695803346,0.699841540345908,1.31723698483152,59,IGHV3-13|IGHV3-48|IGHV3-11|IGHV3-53|IGHV3-7|IGHV3-23|IGHV3-33|IGHV3-30|IGKV1-33|IGKV1D-33|VAV3|RAC1|LCP2|IGKV3-15|IGKV3D-20|IGKV1D-16|VAV2|IGKV1-12|IGKV1D-12|GRB2|NRAS|IGKV3-11|MS4A2|IGKV2-28|IGKV2-30|IGKV2D-40|IGKV2D-30|IGKV2D-28|IGHV4-59|FOS,"IGHV3-13, IGHV3-48, IGHV3-11, IGHV3-53, IGHV3-7"
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,0.000271138817929304,0.0115777016937051,0.49849310876659,0.673183995305505,1.28891100516634,107,RASGRP1|RELA|IGHV3-13|IGHV3-48|IGHV3-11|IGHV3-53|IGHV3-7|IGHV3-23|IGHV3-33|IGHV3-30|IGKV1-33|IGKV1D-33|PSMC4|PSMB2|PSME3|MALT1|PSMD11|NFKB1|PSMD7|PSMD6|IGKV3-15|IGKV3D-20|IGKV1D-16|PSMD3|UBE2V1|IGKV1-12|IGKV1D-12|UBE2D1|NFKBIA|CUL1|IGKV3-11|MS4A2|PSMD12|IGKV2-28|IGKV2-30|IGKV2D-40|IGKV2D-30|IGKV2D-28|CDC34|PSME4|IGHV4-59|BCL10|PSMD14,"RASGRP1, RELA, IGHV3-13, IGHV3-48, IGHV3-11"
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,6.03519176872149e-05,0.00406118112770217,0.557332238758646,0.686565022134738,1.31446172456293,109,ABL1|YES1|IGHV3-13|IGHV3-48|PIK3R1|IGHV3-11|IGHV3-53|IGHV3-7|IGHV3-23|IGHV3-33|IGHV3-30|IGKV1-33|IGKV1D-33|VAV3|RAC1|ELMO1|FCGR3A|WIPF1|IGKV3-15|IGKV3D-20|IGKV1D-16|MYO9B|VAV2|IGKV1-12|IGKV1D-12|ARPC5|PLD4|GRB2|PLPP4|WASF2|PIK3CA|IGKV3-11|CD3G|IGKV2-28|IGKV2-30|IGKV2D-40|IGKV2D-30|IGKV2D-28|PLPP5|LIMK1|PLD1|AHCYL1|IGHV4-59|CD247|PIK3CB|PLD2,"ABL1, YES1, IGHV3-13, IGHV3-48, PIK3R1"
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,0.000248354604182293,0.0114597910215544,0.49849310876659,0.712168429061767,1.34619626607528,65,YES1|IGHV3-13|IGHV3-48|IGHV3-11|IGHV3-53|IGHV3-7|IGHV3-23|IGHV3-33|IGHV3-30|IGKV1-33|IGKV1D-33|PRKAR1B|FCGR3A|IL10|IGKV3-15|IGKV3D-20|IGKV1D-16|IGKV1-12|IGKV1D-12|IGKV3-11|CD3G|ADCY2|IGKV2-28|IGKV2-30|IGKV2D-40|IGKV2D-30|IGKV2D-28|AHCYL1|IGHV4-59|CD247,"YES1, IGHV3-13, IGHV3-48, IGHV3-11, IGHV3-53"
REACTOME_FCGR_ACTIVATION,0.00036683291271202,0.0137775617216259,0.49849310876659,0.765828688925962,1.42493236947568,41,YES1|IGHV3-13|IGHV3-48|IGHV3-11|IGHV3-53|IGHV3-7|IGHV3-23|IGHV3-33|IGHV3-30|IGKV1-33|IGKV1D-33|FCGR3A|IGKV3-15|IGKV3D-20|IGKV1D-16|IGKV1-12|IGKV1D-12|IGKV3-11|CD3G|IGKV2-28|IGKV2-30|IGKV2D-40|IGKV2D-30|IGKV2D-28|IGHV4-59|CD247,"YES1, IGHV3-13, IGHV3-48, IGHV3-11, IGHV3-53"
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,0.00113210881573487,0.0309280952092767,0.45505986738723,0.634305943892382,1.22363995399352,154,RASGRP1|RELA|IGHV3-13|IGHV3-48|PIK3R1|IGHV3-11|IGHV3-53|IGHV3-7|IGHV3-23|IGHV3-33|IGHV3-30|IGKV1-33|IGKV1D-33|PSMC4|PSMB2|VAV3|RAC1|PSME3|MALT1|PSMD11|NFKB1|PSMD7|PSMD6|PPP3CA|LCP2|IGKV3-15|IGKV3D-20|NFATC2|IGKV1D-16|VAV2|PSMD3|UBE2V1|IGKV1-12|IGKV1D-12|UBE2D1|NFKBIA|CUL1|GRB2|NRAS|PIK3CA|IGKV3-11|MS4A2|PSMD12|TEC|IGKV2-28|IGKV2-30|IGKV2D-40|IGKV2D-30|IGKV2D-28|CDC34|AHCYL1|PSME4|IGHV4-59|PIK3CB|BCL10|FOS|PSMD14,"RASGRP1, RELA, IGHV3-13, IGHV3-48, PIK3R1"
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION,0.00205341370035767,0.0436350411326005,0.431707695803346,0.885776930182243,1.57245298015189,9,FGF7|FGF2|FGF10|FGFBP1,"FGF7, FGF2, FGF10, FGFBP1"
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION,0.00231239620206287,0.0455429251991652,0.431707695803346,0.811206898942107,1.46744416542533,19,FGF7|FGF2|FGF10|FGFBP1|FGF9,"FGF7, FGF2, FGF10, FGFBP1, FGF9"
REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING,0.00234939375828211,0.0457141074653687,0.431707695803346,0.850180035515191,1.53342831446602,13,FGF2|SPRED1|FGF10,"FGF2, SPRED1, FGF10"
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING,0.00157389901072944,0.0367367966991479,0.45505986738723,0.786102013080487,1.43328976916118,24,FGF7|FGF2|FGF10|PTPN11|FGF9|GRB2|NRAS,"FGF7, FGF2, FGF10, PTPN11, FGF9"
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,1.43815723701568e-05,0.00154841595852021,0.593325476396405,0.696445268727761,1.33704922686937,121,OGN|PRELP|DCN|GPC3|ST3GAL1|HAS2|CEMIP|CSGALNACT2|CHSY1|HS6ST2|CHST2|VCAN|DSEL|HS6ST3|CHST15|CHST9|CSPG4|LUM|HEXB|B3GAT1|HAS3|HMMR|PAPSS1|CHST3|LYVE1,"OGN, PRELP, DCN, GPC3, ST3GAL1"
REACTOME_HEMOSTASIS,1.29806844655452e-08,4.19276108237108e-06,0.747739663149885,0.617511617445653,1.21281019505029,624,A2M|PDE1A|RASGRP1|SERPINE2|HGF|TFPI|SLC16A1|ZFPM2|PLAUR|TNFRSF10D|TNFRSF10A|SRGN|SLC7A6|ATP2A3|ABL1|KIF4A|DOCK2|YES1|GYPC|SERPINB8|IGHV3-13|IGHV3-48|PDPN|DOCK4|PIK3R1|TUBB2B|IGHV3-11|IGHV3-53|IGHV3-7|IGHV3-23|MAFF|LHFPL2|IGHV3-33|IGHV3-30|IGKV1-33|IGKV1D-33|JCHAIN|RAF1|ITGA2|TUBB6|PLA2G4A|VAV3|PRKAR1B|RAC1|EHD1|GNG7|MAGED2|TUBA1C|OLR1|F5|TGFB3|FERMT3|TNFRSF10B|ANXA5|SH2B3|GRB14|KIF2C|S100A10|MGLL|MAFK|TUBB4B|ITGAX|GUCY1B1|PCYOX1L|IGF1|SIRPA|KIF12|PIK3R6|CFD|ATP1B3|DGKK|PDE10A|WDR1|CD74|GNG11|ITGA6|TUBB1|P2RX7|KIF9|CD177|H3C13|H3C15|H3C14|ADRA2C|IRF1|LCP2|IGKV3-15|IGKV3D-20|H3C7|SELENOP|TUBB8|IGKV1D-16|F2RL2|IFNA6|VWF|SELP|CALU|VCL|PLAU|CDK5|GP1BA|RAD51B|INPP5D|DOCK9|VAV2|IFNA7|IFNA14|TIMP3|CD109|GNAI3|DOCK3|PLEK|TRPC6|GUCY1A2|MMP1|ALB|SLC7A11|KIF20A|PDE1B|IGKV1-12|IGKV1D-12|PDE5A|DOCK10|LRP8|APOB|ABCC4|IFNA16|VPS45|TUBA3D|TUBA3E|PTPN11|GNA14|GNG5|YWHAZ|GRB2|AHSG|RACGAP1|DGKI|GNB4|GNAI2|ANXA2|CD9|NRAS|SLC7A9|PRCP|KLC3|PIK3CA|CDK2|IGKV3-11|PROC|CD84|HSPA5|ADRA2B|GNG12|PLAT|ANGPT4|DOCK5|IGKV2-28|IGKV2-30|IGKV2D-40|IGKV2D-30|IGKV2D-28|PIK3R3|SCCPDH|SIN3A|H3-3B|ITGAL|CD48|ATP2A1|H3C12|HDAC2|SCG3|IGHV4-59|PIK3CB|ATP2A2|APOH|MERTK|KIF27|H3C2|CENPE|PRKCG|HBE1|ITIH3|ESAM|PRKAR2A|KCNMB2|ITGA3|KIF15|TGFB2|DOCK8|JAM3|CAPZA2|F9|FCER1G|KLC4|SLC7A8|MFN2|KIF22|MAPK1|TEK|SERPING1|PECAM1|RHOB|SERPINA1|PPP2R5A|TRPC3|GYPA|TUBB2A,"A2M, PDE1A, RASGRP1, SERPINE2, HGF"
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS,0.00216440610994993,0.0444408354116984,0.431707695803346,0.828254396232607,1.50179681197588,16,LIF|JAK1|CLCF1|OSMR|IL11|IL6ST|LIFR|IL11RA,"LIF, JAK1, CLCF1, OSMR, IL11"
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,0.00142663537152433,0.0348320142613271,0.45505986738723,0.631985751203995,1.21903856491328,155,IGHV3-13|IGHV3-48|IGHV3-11|IGHV3-53|IGHV3-7|IGHV3-23|IGHV3-33|IGHV3-30|IGKV1-33|IGKV1D-33|CLEC2B|KLRK1|CD200|FCGR3A|COLEC12|HLA-E|CD40|TYROBP|IGKV3-15|IGKV3D-20|IGKV1D-16|KLRC1|LAIR1|NCR3|CRTAM|IGKV1-12|IGKV1D-12|ITGB7|ULBP3|CD34|KIR2DL4|SIGLEC11|MICB|IGKV3-11|CD3G|KIR2DL3|KIR2DL1|SH2D1B|SLAMF7|IGKV2-28|IGKV2-30|IGKV2D-40|IGKV2D-30|IGKV2D-28|LILRA5|NPDC1|ITGAL|KLRD1|IGHV4-59|CD247|KLRB1|CLEC2D|CDH1|CD8B|CD300E|ICAM1|ICAM4|SIGLEC10,"IGHV3-13, IGHV3-48, IGHV3-11, IGHV3-53, IGHV3-7"
