pathway,pval,padj,log2err,ES,NES,size,leadingEdge,topGenes
KEGG_COLORECTAL_CANCER,0.00739897963113803,0.0404767709232845,0.407017918923954,0.683074695572076,1.28750790597986,55,MYC|TGFBR2|TCF7|PIK3R1|RAF1|RAC1|TGFB3|CCND1|SMAD3|LEF1|MSH3|TGFBR1|BCL2|AXIN1|MAP2K1|PIK3CA|PIK3R3|PIK3CB|FOS|TGFB2|MAPK1|AKT3,"MYC, TGFBR2, TCF7, PIK3R1, RAF1"
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,0.000718971276171434,0.00766596584963398,0.477270815362862,0.69966221926356,1.32870091687595,67,A2M|C1S|TFPI|C1R|BDKRB1|PLAUR|CD55|C7|CFH|F5|CD59|CFD|VWF|PLAU,"A2M, C1S, TFPI, C1R, BDKRB1"
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,4.14709253920569e-11,7.71359212292258e-09,0.851339057116899,0.697155687273228,1.35753184326514,255,PDGFRA|IL1R1|IL18R1|IL6|HGF|KIT|BMPR1B|LIF|TNFRSF10D|INHBA|CXCL9|FAS|TNFRSF10A|IL1R2|IL7R|IL24|TGFBR2|TSLP|CCR7|CSF2RA|CCL22|TNFRSF9|KITLG|IL2RG|IL22RA1|CLCF1|OSMR|CXCL5|IL11|IFNW1|IL6ST|TGFB3|XCL2|TNFRSF10B|IL15RA|TNFRSF12A|CRLF2|IL4R|EPOR|IFNLR1|CD40|CXCL8|LIFR|IL10|CCL11|IL2RA|IFNK|XCL1|CCL21|IFNA6|BMP2|CXCL13|CXCL12|IFNA7|IFNA14|CCL7|TGFBR1|CSF1|IFNA16|PDGFC|IL11RA|CCL13|LEPR|CXCL16|INHBB|PLEKHO2|IL1RAP|CCR9|ACVR1B|TNFRSF13C,"PDGFRA, IL1R1, IL18R1, IL6, HGF"
KEGG_ECM_RECEPTOR_INTERACTION,0.00342232654129544,0.024482797564652,0.431707695803346,0.658806694229765,1.25867254443904,78,THBS2|THBS4|LAMC2|LAMA3|LAMB3|ITGA2|LAMA2|RELN|ITGB5|SV2B|ITGA6|VWF|GP1BA|HMMR|ITGA11|SV2C|ITGB7|LAMA1|COL6A6|COMP,"THBS2, THBS4, LAMC2, LAMA3, LAMB3"
KEGG_ENDOMETRIAL_CANCER,0.0047219907940994,0.030285871989741,0.407017918923954,0.696225286823413,1.30269228061125,47,MYC|TCF7|PIK3R1|RAF1|CCND1|CTNNA2|PTEN|LEF1|AXIN1|GRB2|FOXO3|NRAS|MAP2K1|PIK3CA|CTNNA1|PIK3R3|PIK3CB|CDH1|MAPK1|AKT3,"MYC, TCF7, PIK3R1, RAF1, CCND1"
KEGG_FATTY_ACID_METABOLISM,0.0096400727810369,0.0459757317249452,0.380730400722792,0.697408539094487,1.30491373798462,42,ACSL4|HADH|ACSL5|ACAT1|ACADSB|EHHADH|ACADM|ALDH7A1|ADH7|ACAA2|ECHS1,"ACSL4, HADH, ACSL5, ACAT1, ACADSB"
KEGG_FOCAL_ADHESION,0.00949061730540365,0.0459757317249452,0.380730400722792,0.599303217880917,1.1603428105587,183,PDGFRA|HGF|THBS2|THBS4|LAMC2|PIK3R1|LAMA3|RAF1|LAMB3|ITGA2|VAV3|LAMA2|RAPGEF1|RAC1|IGF1R|RELN|ITGB5|IGF1|PPP1CC|CCND1|PGF|ITGA6|VWF|PTEN|VCL|VAV2|RASGRF1|BIRC2|ITGA11|ITGB7|BCL2|LAMA1|PDGFC|GRB2|COL6A6|COMP|MYLK|PAK3|MAP2K1|PIK3CA|MYLK2|PIK3R3|ARHGAP5|ROCK1|TNC|CAPN2|FLNC|PIK3CB|DIAPH1|PRKCG|CAV2|ITGA3|MAPK1|PAK5|AKT3|CHAD|PPP1CA|CRKL|PARVB|MYL12A|COL11A1|SHC3|CRK|PRKCB|VEGFB|TNXB|PIK3CG|SHC4,"PDGFRA, HGF, THBS2, THBS4, LAMC2"
KEGG_GRAFT_VERSUS_HOST_DISEASE,0.000353162300127238,0.00505293752489741,0.49849310876659,0.785229084366726,1.46142827224899,34,IL6|CD86|FAS|HLA-DRB3|HLA-DRB1|HLA-DQA2|HLA-E|HLA-DQA1|HLA-DRA|KLRC1,"IL6, CD86, FAS, HLA-DRB3, HLA-DRB1"
KEGG_HEMATOPOIETIC_CELL_LINEAGE,5.9796008468308e-06,0.000222441151502106,0.610526878385931,0.730850857550792,1.3986066190191,84,IL1R1|IL6|KIT|HLA-DRB3|HLA-DRB1|IL1R2|IL7R|CSF2RA|CD55|KITLG|ITGA2|IL11|IL4R|CD59|EPOR|IL2RA|ITGA6|HLA-DRA|CD4|GP1BA|TFRC|CSF1|CD34|IL11RA|CR2|CD9|CD3G,"IL1R1, IL6, KIT, HLA-DRB3, HLA-DRB1"
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,0.000783082533027127,0.00766596584963398,0.477270815362862,0.748886951765352,1.40123445122262,42,IL6|CD86|HLA-DRB3|HLA-DRB1|IL15RA|ICOSLG|HLA-DQA2|HLA-DQA1|CD40|IL10|HLA-DRA|ICOS|CXCL12|ITGB7|CCR9|TNFRSF13C,"IL6, CD86, HLA-DRB3, HLA-DRB1, IL15RA"
KEGG_JAK_STAT_SIGNALING_PATHWAY,2.94796624809595e-08,1.82773907381949e-06,0.73376198835648,0.713430074402316,1.37920128793001,151,SPRY1|SOCS2|IL6|IL13RA2|SPRED1|MYC|SOCS3|LIF|IL7R|STAT5A|IL24|TSLP|SPRY2|CSF2RA|PIK3R1|JAK1|IL2RG|IL22RA1|CLCF1|OSMR|IL11|IFNW1|IL6ST|IL15RA|CRLF2|IL4R|SPRY4|EPOR|IFNLR1|CCND1|LIFR|IL10|IL2RA|IFNK|IFNA6|STAM|IFNA7|IFNA14|CBLB|IFNA16|PTPN11|GRB2|IL11RA|CREBBP|LEPR|PIAS2,"SPRY1, SOCS2, IL6, IL13RA2, SPRED1"
KEGG_LEISHMANIA_INFECTION,0.00658100929623711,0.0382521165343782,0.407017918923954,0.668343000822005,1.26603097738444,64,PTGS2|HLA-DRB3|HLA-DRB1|RELA|JAK1|TGFB3|FCGR3A|FCGR3B|HLA-DQA2|HLA-DQA1|NFKB1|IL10|HLA-DRA|NFKBIB,"PTGS2, HLA-DRB3, HLA-DRB1, RELA, JAK1"
KEGG_MAPK_SIGNALING_PATHWAY,2.28723127327298e-06,0.000106356254207194,0.627256739718528,0.65236446933243,1.27010910073698,252,PDGFRA|IL1R1|FGF7|FGF2|DUSP5|RASGRP1|MYC|NLK|NR4A1|FAS|IL1R2|TGFBR2|MAP4K4|RELA|MRAS|SRF|MAP3K3|RAF1|DUSP6|ELK4|PLA2G4A|RAC1|DUSP1|TGFB3|GADD45B|MAP3K20|MAP4K2|FGF10|RAPGEF2|NFKB1|MAX|CACNA1A|PPP3CA|CACNG5|MAP2K3|NFATC2|STK4|RASGRP3|RPS6KA4|MKNK2|RELB|RASGRF1|RASA2|MAP2K6|ATF4|TGFBR1|HSPA1L|CACNA1D|PLA2G12A|DUSP7|FGF9|GRB2|FGF13|NFKB2|CACNA2D2|DUSP4|NRAS|MAP2K1|CACNA2D1|STMN1|LAMTOR3|CACNA1F|GNG12,"PDGFRA, IL1R1, FGF7, FGF2, DUSP5"
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG,0.00238639132654291,0.0201758539425901,0.431707695803346,0.796816205336746,1.45398529901591,23,IAPP|SLC2A2|PDX1|MAFA|NKX6-1|NKX2-2,"IAPP, SLC2A2, PDX1, MAFA, NKX6-1"
KEGG_MELANOMA,0.000223325539389907,0.0037762318478657,0.518848077743792,0.717820122631745,1.3622950574596,66,PDGFRA|FGF7|FGF2|HGF|CDKN1A|PIK3R1|RAF1|IGF1R|IGF1|FGF10|CCND1|PTEN|PDGFC|FGF9|FGF13|NRAS|MAP2K1|PIK3CA,"PDGFRA, FGF7, FGF2, HGF, CDKN1A"
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,0.00717589672502863,0.0404459633592523,0.407017918923954,0.618832670364435,1.19077014900709,131,TNFRSF10D|FAS|TNFRSF10A|PIK3R1|RAF1|VAV3|RAC1|KLRK1|TNFRSF10B|FCGR3A|FCGR3B|HLA-E|TYROBP|PPP3CA|KLRC3|LCP2|NFATC2|IFNA6|KLRC1|PTK2B|VAV2|IFNA7|IFNA14|NCR3|BID|ULBP3|IFNA16|PTPN11|GRB2|KIR2DL4|MICB|NRAS|SH3BP2|MAP2K1|PIK3CA|KIR2DL3|KIR2DL1|SH2D1B|PIK3R3|ITGAL|CD48|KLRD1|CD247|PIK3CB|PRKCG|FCER1G|MAPK1|ICAM1|NFATC1|PPP3CB|NFATC3|SHC3|PRKCB|IFNA5|PTPN6|PIK3CG|SHC4,"TNFRSF10D, FAS, TNFRSF10A, PIK3R1, RAF1"
KEGG_PATHWAYS_IN_CANCER,2.1676448891934e-08,1.82773907381949e-06,0.73376198835648,0.658273417169778,1.2834483233467,300,PDGFRA|FGF7|FGF2|IL6|HGF|KIT|PTGS2|MYC|TGFA|FAS|FZD7|STAT5A|ABL1|TGFBR2|LAMC2|RELA|PPARD|TCF7|CDKN1A|CSF2RA|PIK3R1|EPAS1|LAMA3|JAK1|KITLG|DAPK2|RAF1|LAMB3|ITGA2|LAMA2|RAC1|TGFB3|IGF1R|MMP2|IGF1|RXRG|FGF10|CCND1|CXCL8|NFKB1|MAX|CDKN1B|CTNNA2|PGF|ITGA6|RXRB|SMAD3|STK4|BMP2|PTEN|RALA|RARA|LEF1|MSH3|ETS1|BIRC2|TGFBR1|MMP1|CBLB|GLI3|BID|ZBTB16|BCL2|LAMA1|NFKBIA|AXIN1|FGF9|GRB2|FGF13|CREBBP|NFKB2|RASSF1|PIAS2|WNT5B|NRAS|MAP2K1|PIK3CA|CDK2,"PDGFRA, FGF7, FGF2, IL6, HGF"
KEGG_PPAR_SIGNALING_PATHWAY,2.69476920816391e-05,0.000716038675312126,0.575610261071129,0.747261376988104,1.41552473850451,64,ACSL4|LPL|ACSL5|ME1|PPARD|PCK1|OLR1|DBI|SCP2|GK|EHHADH|RXRG|PLTP|FADS2|SCD|ACADM|RXRB|SCD5|MMP1|SLC27A2,"ACSL4, LPL, ACSL5, ME1, PPARD"
KEGG_PROSTATE_CANCER,0.000248354604182293,0.00384949636482555,0.49849310876659,0.699829683993227,1.33772141656921,79,PDGFRA|TGFA|RELA|TCF7|CDKN1A|PIK3R1|RAF1|IGF1R|IGF1|CCND1|NFKB1|CDKN1B|PTEN|LEF1|ATF4|BCL2|PDGFC|NFKBIA|GRB2|CREBBP|NRAS|MAP2K1|PIK3CA|CDK2|PIK3R3|CREB5,"PDGFRA, TGFA, RELA, TCF7, CDKN1A"
KEGG_PURINE_METABOLISM,0.00357031762893869,0.0245955214437998,0.431707695803346,0.626066344413458,1.21061128602679,152,PDE1A|PDE7B|PDE3A|DCK|NT5E|PNP|PDE4B|ENTPD3|PNPT1|POLR1E|PDE1C|GUCY1B1|POLR2A|PDE10A|GMPS|NME5|ITPA|NME7|PDE6B|PAPSS1|PAICS|POLR2J3|POLR2J2|POLR3C|AK4|GUCY1A2|PDE1B|PDE5A|PDE6D|ADSS2|POLA2|GUCY2F|GMPR2|GUK1|ENTPD8|NME3|NT5C2|ADCY2|PFAS|PDE8B|RRM2|PRPS2|PDE4A|ENTPD1|IMPDH2|POLR2J|POLR2D,"PDE1A, PDE7B, PDE3A, DCK, NT5E"
KEGG_PYRIMIDINE_METABOLISM,0.00524251498949909,0.0314550899369946,0.407017918923954,0.643840976331939,1.23484420895085,94,UCK2|DCK|NT5E|PNP|CTPS1|CTPS2|ENTPD3|PNPT1|POLR1E|DHODH|POLR2A|UPP1|NME5|ITPA|NME7|UPB1|POLR2J3|POLR2J2|POLR3C|TK2|POLA2|DPYD|DUT|TK1|ENTPD8|NME3|NT5C2,"UCK2, DCK, NT5E, PNP, CTPS1"
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,0.00260837696028983,0.0210938310701699,0.431707695803346,0.612979342927272,1.18767198226191,202,PDGFRA|FGF7|FGF2|BDKRB1|MRAS|PIK3R1|MSN|PIP4K2A|ARHGEF6|RAF1|ITGA2|VAV3|PFN2|RAC1|SCIN|EZR|SSH1|ITGB5|ITGAX|PPP1CC|FGF10|DIAPH3|ITGA6|VCL|VAV2|ITGA11|MYH10|ITGB7|ARPC5|ARPC5L|PDGFC|FGF9|FGF13|WASF2|MYLK|NRAS|PAK3|MAP2K1|PIK3CA|ARHGEF1|MYLK2|BDKRB2|GNG12|PIK3R3|LIMK1|ROCK1|ITGAL,"PDGFRA, FGF7, FGF2, BDKRB1, MRAS"
KEGG_SMALL_CELL_LUNG_CANCER,0.000783082533027127,0.00766596584963398,0.477270815362862,0.679221631678123,1.29767597516879,78,PTGS2|MYC|LAMC2|RELA|PIK3R1|LAMA3|LAMB3|ITGA2|LAMA2|RXRG|CCND1|NFKB1|MAX|CDKN1B|ITGA6|RXRB|PTEN|BIRC2|BCL2|LAMA1|NFKBIA|PIAS2|PIK3CA|CDK2,"PTGS2, MYC, LAMC2, RELA, PIK3R1"
KEGG_SPLICEOSOME,0.000746447520739011,0.00766596584963398,0.477270815362862,0.650021131458476,1.2486362252516,125,RBM25|TCERG1|EFTUD2|DHX15|DDX42|RBM17|SRSF9|ALYREF|CTNNBL1|SF3A3|SNRPA1|U2AF1|ISY1|SNRPA|HNRNPM|PRPF4|SRSF2|LSM4|U2SURP|RBMX|HNRNPK|MAGOH|RBM22|SNRPD3|SART1|SNRPB|PRPF40A|HSPA1L|SNRPD1|SRSF7|PRPF38B|PRPF19|DHX16|DDX39B|DDX46|WBP11|PRPF40B|PQBP1|SNRPF|RBM8A|XAB2|HNRNPC|HNRNPA1|SRSF1|SNRNP40|HNRNPU|SF3A2|PRPF38A|SF3B4|SRSF8|SF3A1|SF3B5|PPIE|EIF4A3|SNRPD2|LSM6|SRSF6|SNW1,"RBM25, TCERG1, EFTUD2, DHX15, DDX42"
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,0.000398731033087095,0.00529742658244283,0.49849310876659,0.653718310940037,1.25694367284155,128,C1S|CD86|C1R|HLA-DRB3|HLA-DRB1|SSB|C7|H2AC21|FCGR3A|FCGR3B|H4C13|HLA-DQA2|HLA-DQA1|H3-5|CD40|IL10|H3C13|H3C15|H3C14|HLA-DRA|H3C7|SNRPD3|H4C11|H4C12|RO60|SNRPB|SNRPD1,"C1S, CD86, C1R, HLA-DRB3, HLA-DRB1"
KEGG_TGF_BETA_SIGNALING_PATHWAY,0.000106601865652085,0.00247849337641097,0.538434096309916,0.703416309314763,1.34610597493243,84,DCN|BMPR1B|THBS2|MYC|LTBP1|INHBA|SMURF1|BMP6|THBS4|TGFBR2|SP1|FST|TGFB3|SMAD9|SMAD3|RBL2|BMP2|ACVR1C|E2F4|TGFBR1|BMP5|CUL1|CREBBP|COMP|INHBB,"DCN, BMPR1B, THBS2, MYC, LTBP1"
KEGG_TYPE_II_DIABETES_MELLITUS,0.000211989317561616,0.0037762318478657,0.518848077743792,0.765153916346388,1.43167139652396,42,SOCS2|SLC2A2|PDX1|SOCS3|MAFA|ABCC8|PIK3R1|HK1|IRS1|HK2|CACNA1A|KCNJ11,"SOCS2, SLC2A2, PDX1, SOCS3, MAFA"
KEGG_TYPE_I_DIABETES_MELLITUS,0.00312634456219275,0.0232600035427141,0.431707695803346,0.749829726590693,1.39564490923689,35,CD86|FAS|HLA-DRB3|HLA-DRB1|HLA-DQA2|HLA-E|HLA-DQA1|HLA-DRA|PTPRN|GAD2|GAD1|CPE,"CD86, FAS, HLA-DRB3, HLA-DRB1, HLA-DQA2"
KEGG_VIRAL_MYOCARDITIS,0.00015530832071387,0.00320970529475331,0.518848077743792,0.744267535047102,1.40287970643697,58,CD86|HLA-DRB3|HLA-DRB1|ABL1|CD55|LAMA2|RAC1|HLA-DQA2|ABL2|HLA-E|HLA-DQA1|CCND1|CD40|HLA-DRA|MYH10|BID,"CD86, HLA-DRB3, HLA-DRB1, ABL1, CD55"
